,HSFGM,HSFGA,HSFGM3,HSFGA3,HSFTM,HSFTA,HSOR,HSDR,HSAst,HSTO,HSStl,HSBlk,HSPF,LSFGM,LSFGA,LSFGM3,LSFGA3,LSFTM,LSFTA,LSOR,LSDR,LSAst,LSStl,LSBlk,LSPF,LSTO,LS_power_seed,HS_power_seed,first_round,second_round,sweet_16,elite_8,final_four,championship,HS_avg_score,HS_avg_against,LS_avg_score,LS_avg_against,HS_wins,HS_loss,LS_wins,LS_loss,HS_op_FGM,HS_op_FGA,HS_op_FMG3,HS_op_FGA3,HS_op_OR,HS_op_DR,HS_op_To,LS_op_FGM,LS_op_FGA,LS_op_FMG3,LS_op_FGA3,LS_op_OR,LS_op_DR,LS_op_To,HS_power_conf,HS_mid_conf,HS_low_conf,LS_power_conf,LS_mid_conf,LS_low_conf,HS_conf_champ,LS_conf_champ,HS_page_rank,LS_page_rank,HS_historical_tournament_win%,LS_historical_tournament_win%
0,27.764705882352942,62.205882352941174,10.058823529411764,29.764705882352942,16.58823529411765,22.852941176470587,11.264705882352942,29.61764705882353,15.205882352941176,13.588235294117647,6.0588235294117645,5.0588235294117645,18.61764705882353,26.272727272727273,60.57575757575758,8.030303030303031,24.12121212121212,16.636363636363637,23.181818181818183,7.636363636363637,23.87878787878788,13.424242424242424,6.666666666666667,3.1818181818181817,21.484848484848484,12.424242424242424,64,1,1,0.0,0.0,0.0,0.0,0.0,82.17647058823529,68.5,77.21212121212122,77.6969696969697,29.0,5.0,17.0,16.0,23.941176470588236,64.38235294117646,5.529411764705882,19.705882352941178,9.5,23.470588235294116,11.411764705882353,26.424242424242426,58.27272727272727,7.303030303030303,20.666666666666668,8.636363636363637,25.939393939393938,13.545454545454545,1,0,0,0,0,1,1,1,0.01188491384982573,0.001550693154281539,0.5384615384615384,0.0
1,27.529411764705884,59.61764705882353,7.764705882352941,22.529411764705884,12.205882352941176,16.970588235294116,11.676470588235293,24.41176470588235,14.823529411764707,9.441176470588236,8.323529411764707,4.764705882352941,16.558823529411764,24.09375,56.5625,8.09375,23.0,10.90625,15.5,9.65625,20.09375,13.1875,9.0625,2.59375,15.59375,10.53125,63,2,1,0.0,0.0,0.0,0.0,0.0,75.02941176470588,56.5,67.1875,64.71875,31.0,3.0,20.0,12.0,18.764705882352942,51.5,6.264705882352941,22.529411764705884,7.617647058823529,19.823529411764707,13.617647058823529,23.0,52.09375,7.4375,20.28125,8.6875,22.15625,14.03125,0,1,0,0,0,1,0,1,0.008432525994621224,0.002111183878721139,0.5555555555555556,0.0
2,27.647058823529413,59.38235294117647,6.970588235294118,20.264705882352942,12.676470588235293,17.676470588235293,8.470588235294118,24.764705882352942,16.441176470588236,12.058823529411764,8.794117647058824,3.764705882352941,16.558823529411764,26.161290322580644,57.70967741935484,7.741935483870968,20.806451612903224,13.548387096774194,18.93548387096774,9.96774193548387,22.419354838709676,14.32258064516129,6.967741935483871,3.0,17.548387096774192,15.774193548387096,62,3,1,0.0,0.0,0.0,0.0,0.0,74.94117647058823,67.94117647058823,73.61290322580645,72.61290322580645,27.0,7.0,19.0,12.0,24.205882352941178,58.1764705882353,6.382352941176471,20.441176470588236,8.735294117647058,23.294117647058822,13.5,25.741935483870968,57.96774193548387,7.225806451612903,21.516129032258064,9.193548387096774,21.193548387096776,14.35483870967742,1,0,0,0,1,0,0,1,0.012535258513492005,0.0016263982452611146,0.736,0.0
3,25.441176470588236,55.38235294117647,6.882352941176471,21.08823529411765,15.323529411764707,20.61764705882353,11.029411764705882,25.205882352941178,15.5,10.411764705882353,4.794117647058823,3.6176470588235294,13.705882352941176,24.8125,58.875,4.75,16.5625,13.5625,20.5625,9.34375,23.4375,11.0,6.4375,3.0625,19.0,14.0,61,4,1,0.0,0.0,0.0,0.0,0.0,73.08823529411765,62.73529411764706,67.9375,72.90625,29.0,5.0,12.0,20.0,24.058823529411764,57.705882352941174,6.411764705882353,20.41176470588235,6.323529411764706,18.176470588235293,9.088235294117647,25.21875,58.0625,6.8125,20.25,8.34375,24.90625,13.0,1,0,0,0,0,1,1,1,0.011214334615820831,0.0014248160348112131,0.5555555555555556,0.23076923076923078
4,29.61764705882353,60.76470588235294,8.852941176470589,25.441176470588236,11.852941176470589,16.441176470588236,7.352941176470588,21.205882352941178,17.558823529411764,10.529411764705882,9.411764705882353,3.1470588235294117,16.264705882352942,26.1875,55.5625,8.6875,24.03125,11.09375,15.78125,5.28125,23.4375,13.65625,5.59375,2.9375,14.9375,8.875,57,5,1,0.0,0.0,0.0,0.0,0.0,79.94117647058823,70.58823529411765,72.15625,66.71875,28.0,6.0,22.0,10.0,25.647058823529413,57.64705882352941,7.617647058823529,21.61764705882353,9.470588235294118,23.5,14.911764705882353,24.53125,55.15625,6.90625,19.9375,6.28125,24.34375,10.53125,0,0,0,0,0,1,1,1,0.007702550400559688,0.0023245256884746454,0.48484848484848486,0.2
5,27.91176470588235,60.94117647058823,6.147058823529412,17.705882352941178,11.941176470588236,16.529411764705884,10.235294117647058,22.323529411764707,14.088235294117647,9.470588235294118,8.411764705882353,3.8529411764705883,15.676470588235293,24.96875,53.4375,7.71875,19.875,15.3125,22.09375,6.84375,24.40625,12.5,6.125,4.03125,15.625,13.09375,58,6,1,0.0,0.0,0.0,0.0,0.0,73.91176470588235,60.294117647058826,72.96875,69.25,29.0,5.0,25.0,7.0,21.735294117647058,53.470588235294116,6.529411764705882,21.0,7.352941176470588,21.823529411764707,15.0,25.71875,60.125,6.25,20.46875,8.59375,22.46875,12.125,1,0,0,0,0,1,0,1,0.008126054108478902,0.002150438027109721,0.6625,0.3333333333333333
6,28.205882352941178,60.1764705882353,7.147058823529412,21.08823529411765,14.294117647058824,19.0,8.588235294117647,23.147058823529413,15.911764705882353,11.029411764705882,8.058823529411764,3.6470588235294117,17.61764705882353,29.696969696969695,57.666666666666664,8.212121212121213,20.060606060606062,10.545454545454545,15.93939393939394,6.545454545454546,24.363636363636363,18.272727272727273,6.848484848484849,2.8484848484848486,12.575757575757576,9.757575757575758,59,7,1,0.0,0.0,0.0,0.0,0.0,77.8529411764706,67.41176470588235,78.15151515151516,69.24242424242425,26.0,8.0,25.0,8.0,23.5,55.88235294117647,6.470588235294118,19.794117647058822,8.411764705882353,22.823529411764707,15.382352941176471,26.727272727272727,58.84848484848485,7.575757575757576,21.696969696969695,7.0606060606060606,22.151515151515152,11.515151515151516,1,0,0,0,0,1,1,1,0.012501799624183393,0.001976924928362185,0.5172413793103449,0.0
7,29.38235294117647,59.26470588235294,8.588235294117647,22.5,15.323529411764707,21.61764705882353,8.823529411764707,27.294117647058822,19.176470588235293,13.117647058823529,6.117647058823529,3.2058823529411766,17.029411764705884,26.703703703703702,58.629629629629626,8.11111111111111,23.88888888888889,13.444444444444445,18.85185185185185,8.296296296296296,26.77777777777778,12.777777777777779,4.62962962962963,3.259259259259259,16.037037037037038,11.222222222222221,60,8,1,0.0,0.0,0.0,0.0,0.0,82.67647058823529,71.5,74.96296296296296,68.88888888888889,28.0,6.0,19.0,8.0,25.852941176470587,63.294117647058826,8.029411764705882,24.5,8.764705882352942,21.558823529411764,11.676470588235293,25.25925925925926,59.2962962962963,6.407407407407407,19.333333333333332,7.444444444444445,23.074074074074073,9.703703703703704,1,0,0,0,1,0,1,1,0.01052122970559166,0.002242555350648053,0.6363636363636364,0.15384615384615385
8,26.1875,57.75,7.125,20.9375,16.0,21.34375,8.78125,23.625,16.75,13.6875,7.6875,2.78125,17.6875,23.875,52.34375,5.5625,17.40625,17.71875,23.21875,6.78125,21.90625,11.84375,6.40625,3.0625,18.6875,11.53125,53,9,1,0.0,0.0,0.0,0.0,0.0,75.5,69.03125,71.03125,66.9375,23.0,9.0,23.0,9.0,24.0625,57.375,6.34375,21.09375,8.75,21.46875,14.25,23.25,53.46875,6.375,18.3125,6.625,21.59375,13.09375,1,0,0,0,1,0,0,1,0.00946936976998162,0.002031197053331148,0.4827586206896552,0.0
9,32.03125,61.34375,7.71875,20.125,14.71875,20.96875,8.9375,24.40625,16.21875,10.1875,7.25,3.25,16.84375,24.625,54.4375,8.34375,22.21875,14.71875,20.59375,8.09375,24.15625,11.625,4.59375,3.125,18.46875,11.40625,54,10,1,0.0,0.0,0.0,0.0,0.0,86.5,73.875,72.3125,68.6875,27.0,5.0,21.0,11.0,26.90625,60.09375,8.28125,23.6875,7.5625,21.3125,12.78125,24.5,58.4375,6.125,19.15625,8.96875,20.875,9.0625,0,1,0,0,1,0,1,1,0.009049254471737957,0.0029502591330224297,0.6307692307692307,0.0
10,30.205882352941178,61.088235294117645,7.5588235294117645,19.11764705882353,13.441176470588236,18.823529411764707,9.058823529411764,25.735294117647058,19.264705882352942,12.352941176470589,6.529411764705882,3.176470588235294,15.882352941176471,26.032258064516128,56.70967741935484,7.967741935483871,21.483870967741936,13.709677419354838,20.677419354838708,7.419354838709677,23.193548387096776,14.096774193548388,7.354838709677419,2.6451612903225805,18.193548387096776,12.064516129032258,55,11,1,0.0,0.0,0.0,0.0,0.0,81.41176470588235,74.05882352941177,73.74193548387096,70.83870967741936,25.0,9.0,23.0,8.0,27.235294117647058,61.470588235294116,7.529411764705882,21.0,7.794117647058823,21.11764705882353,11.5,24.64516129032258,55.61290322580645,7.612903225806452,21.870967741935484,7.129032258064516,23.129032258064516,13.096774193548388,0,0,0,0,0,1,0,1,0.007049928183220436,0.0027594902152165653,0.5185185185185185,0.0
11,25.71875,57.59375,9.6875,26.0625,16.03125,21.40625,9.75,20.46875,14.5,11.96875,6.65625,2.375,17.375,26.28125,53.5625,5.46875,15.5625,13.78125,18.6875,6.71875,22.15625,13.90625,6.4375,2.46875,16.21875,10.28125,56,12,1,0.0,0.0,0.0,0.0,0.0,77.15625,70.25,71.8125,65.75,22.0,10.0,25.0,7.0,25.46875,56.1875,6.84375,21.25,8.71875,20.5,12.90625,24.03125,54.125,5.8125,16.84375,6.46875,20.34375,11.78125,1,0,0,0,0,0,0,1,0.010554569820791702,0.002608720523708885,0.6428571428571429,0.14285714285714285
12,25.545454545454547,58.515151515151516,7.787878787878788,23.666666666666668,12.909090909090908,18.09090909090909,11.515151515151516,24.363636363636363,16.90909090909091,11.333333333333334,8.272727272727273,3.6363636363636362,16.757575757575758,27.166666666666668,57.5,6.666666666666667,18.233333333333334,14.566666666666666,21.666666666666668,9.733333333333333,23.3,13.8,7.366666666666666,2.9,17.233333333333334,11.733333333333333,49,13,1,0.0,0.0,0.0,0.0,0.0,71.78787878787878,58.03030303030303,75.56666666666666,70.53333333333333,23.0,10.0,23.0,7.0,19.484848484848484,52.75757575757576,5.757575757575758,21.96969696969697,7.848484848484849,20.575757575757574,13.969696969696969,25.5,56.43333333333333,6.066666666666666,16.9,7.733333333333333,20.6,11.633333333333333,1,0,0,0,1,0,0,1,0.009545113705674011,0.0028104997220589276,0.5294117647058824,0.14285714285714285
